player_name,info,overall_rating,potential_rating,age,wages,primary_foot,work_rate,strong_foot,weak_foot,release_clause,ref_url,hieght,weight,club,country
 Erik Shuranov , ST |    2020 - 2023  , 61 , 75 , 18 ,  €775K €1K , R , M / M , 2   , 4   , €1.9M ,/player/259855/erik-shuranov," 184cm | 6'0"" ", Average (84kg | 185lbs) ,1. FC Nürnberg,Ukraine
 Jean Franco Fuentes ," CB, LB |    2021 - 2024  ", 61 , 66 , 23 ,  €450K €2.1K , L , L / M , 2   , 2   , €0 ,/player/259864/jean-franco-fuentes," 179cm | 5'10"" ", Average (71kg | 157lbs) ,La Equidad,Venezuela
 Guillermo Marín ," RM, RW, LW |    2019 - 2021  ", 61 , 74 , 19 ,  €775K €1.5K , R , H / M , 4   , 3   , €0 ,/player/259877/guillermo-marin," 172cm | 5'7"" ", Lean (68kg | 150lbs) ,Deportivo La Guaira,Venezuela
 Bogdan Viunnyk , ST |    2019 - 2025  , 61 , 82 , 18 ,  €1000K €1.5K , R , M / M , 2   , 2   , €0 ,/player/259896/bogdan-viunnyk," 178cm | 5'10"" ", Stocky (75kg | 165lbs) ,Shakhtar Donetsk,Ukraine
 Jairo Jiménez ," CB, RB |    2018 - 2024  ", 61 , 66 , 25 ,  €425K €3K , R , H / M , 2   , 2   , €0 ,/player/259907/jairo-jimenez," 186cm | 6'1"" ", High & Average+ (78kg | 172lbs) ,Guayaquil City,Ecuador
 Ignacio Neira , CM |    2018 - 2021  , 61 , 69 , 22 ,  €725K €2.5K , R , H / M , 3   , 3   , €0 ,/player/259970/ignacio-neira," 182cm | 5'11"" ", Lean (74kg | 163lbs) ,Montevideo City Torque,Uruguay
 Mory Bamba , RW |    2020 - 2022  , 61 , 81 , 18 ,  €900K €3.2K , L , M / M , 2   , 3   , €0 ,/player/259974/mory-bamba," 167cm | 5'5"" ", Short & Lean- (60kg | 132lbs) ,Generic Capitale,Côte d'Ivoire
 Tim Civeja , CM |    2020 - 2022  , 61 , 79 , 18 ,  €825K €1.5K , R , M / M , 2   , 5   , €2.3M ,/player/260014/tim-civeja," 180cm | 5'10"" ", Average (73kg | 161lbs) ,FC Augsburg,Germany
 Emmanuel Gyabuaa , CM |    2018 - 2024  , 61 , 74 , 18 ,  €750K €2.6K , R , M / M , 2   , 3   , €0 ,/player/260046/emmanuel-gyabuaa," 175cm | 5'8"" ", Average (75kg | 165lbs) ,Atalanta,Italy
 Naicol Contreras ," LB, LM |    2020 - 2024  ", 61 , 72 , 20 ,  €675K €2.3K , L , M / M , 2   , 2   , €0 ,/player/260048/naicol-contreras," 173cm | 5'8"" ", Average (63kg | 139lbs) ,Deportivo Táchira,Venezuela
 Jesús Orozco , ST |    2018 - 2024  , 61 , 72 , 19 ,  €725K €2.3K , R , M / M , 2   , 2   , €0 ,/player/260061/jesus-orozco," 180cm | 5'10"" ", Average (75kg | 165lbs) ,Deportivo Táchira,Venezuela
 Peer Koopmeiners ," CDM, CM, CB |    2019 - 2025  ", 61 , 71 , 20 ,  €675K €1.2K , R , M / M , 2   , 3   , €0 ,/player/260076/peer-koopmeiners," 186cm | 6'1"" ", High & Average (79kg | 174lbs) ,AZ,Holland
 Steven Pabón ," CB, RB |    2020 - 2023  ", 61 , 76 , 18 ,  €725K €600 , R , M / M , 2   , 3   , €0 ,/player/260087/steven-pabon," 182cm | 5'11"" ", Average (78kg | 172lbs) ,Metropolitanos FC,Venezuela
 Abraham Bahachille ," CM, CDM, CB |    2020 - 2022  ", 61 , 74 , 19 ,  €775K €1.3K , R , M / H , 3   , 3   , €0 ,/player/260091/abraham-bahachille," 193cm | 6'3"" ", High & Average+ (81kg | 179lbs) ,Metropolitanos FC,Venezuela
 André Amaro , CB |    2020 - 2025  , 61 , 73 , 17 ,  €700K €500 , R , M / M , 2   , 3   , €1.9M ,/player/260121/andre-amaro," 186cm | 6'1"" ", High & Average+ (76kg | 168lbs) ,Vitória Guimarães,Portugal
 Mohamed Bouchouari ," RB, LB |    2020 - 2022  ", 61 , 72 , 19 ,  €675K €1.8K , R , M / M , 3   , 2   , €0 ,/player/260168/mohamed-bouchouari," 170cm | 5'6"" ", Short & Lean- (61kg | 134lbs) ,Anderlecht,Belgium
 José Luján , CB |    2020 - 2022  , 61 , 67 , 23 ,  €475K €2.3K , L , M / M , 2   , 3   , €0 ,/player/260203/jose-lujan," 184cm | 6'0"" ", Lean (80kg | 176lbs) ,Melgar FBC,Peru
 Ogechika Heil ," LW, RB, RW |    2019 - 2024  ", 61 , 71 , 19 ,  €700K €1.7K , R , M / M , 2   , 3   , €0 ,/player/260217/ogechika-heil," 168cm | 5'6"" ", Short & Lean- (72kg | 159lbs) ,Hamburger SV,Germany
 Isma Lohoba ," LW, RM |    2020 - 2022  ", 61 , 73 , 21 ,  €800K €3.2K , L , H / L , 3   , 2   , €2.2M ,/player/260218/isma-lohoba," 172cm | 5'7"" ", Stocky (70kg | 154lbs) ,SD Huesca,Spain
 Óscar Conde , CB |    2020 - 2024  , 61 , 72 , 18 ,  €650K €550 , R , M / M , 2   , 2   , €0 ,/player/260254/oscar-conde," 181cm | 5'11"" ", Lean (70kg | 154lbs) ,Academia Puerto Cabello,Venezuela
 Javier Arape ," RM, ST, RB |    2020 - 2024  ", 61 , 73 , 19 ,  €775K €1.2K , R , M / M , 3   , 3   , €0 ,/player/260255/javier-arape," 165cm | 5'4"" ", Short & Lean- (61kg | 134lbs) ,Academia Puerto Cabello,Venezuela
 Roger ," ST, CAM, RM |    2021 - 2022  ", 61 , 65 , 24 ,  €475K €1.2K , L , M / M , 3   , 2   , €0 ,/player/260304/roger," 180cm | 5'10"" ", Lean (74kg | 163lbs) ,UTA Arad,Brazil
 Gleider Caro ," RB, CB |    2018 - 2024  ", 61 , 61 , 32 ,  €230K €1.9K , R , M / M , 2   , 2   , €0 ,/player/260335/gleider-caro," 180cm | 5'10"" ", Average (78kg | 172lbs) ,Academia Puerto Cabello,Venezuela
 Ryo Wada , ST |    2021 - 2022  , 61 , 64 , 25 ,  €450K €1K , R , M / M , 3   , 3   , €0 ,/player/260351/ryo-wada," 168cm | 5'6"" ", Short & Lean- (72kg | 159lbs) ,Sagan Tosu,Japan
 Joe Gallardo , LM |    2021 - 2021  , 61 , 66 , 22 ,  €500K €1.7K , R , M / M , 2   , 4   , €0 ,/player/260419/joe-gallardo," 178cm | 5'10"" ", Lean (64kg | 141lbs) ,Gallos Blancos de Querétaro,United States
 Juan Mercado ," RB, CM |    2021 - 2021  ", 61 , 66 , 23 ,  €450K €2.3K , R , M / M , 2   , 2   , €0 ,/player/260442/juan-mercado," 177cm | 5'9"" ", Lean (71kg | 157lbs) ,Guabirá,Bolivia
 Jaime Santos ," RW, LW |    2021 - 2021  ", 61 , 61 , 25 ,  €375K €3K , R , M / M , 3   , 4   , €0 ,/player/260508/jaime-santos," 178cm | 5'10"" ", Lean (64kg | 141lbs) ,Atlético Palmaflor,Spain
 Kengo Nagai , GK |    2021 - 2022  , 61 , 65 , 25 ,  €350K €650 , R , M / M , 1   , 2   , €0 ,/player/260527/kengo-nagai," 184cm | 6'0"" ", Average (80kg | 176lbs) ,Shimizu S-Pulse,Japan
 Urko González ," CB, CDM, CM |    2020 - 2024  ", 61 , 78 , 19 ,  €800K €2.1K , R , H / M , 2   , 3   , €0 ,/player/260546/urko-gonzalez," 189cm | 6'2"" ", High & Average+ (73kg | 161lbs) ,Real Sociedad,Spain
 Diego Vargas , ST |    2021 - 2021  , 61 , 67 , 21 ,  €525K €1.3K , R , M / M , 2   , 3   , €1.1M ,/player/260552/diego-vargas," 180cm | 5'10"" ", Lean (70kg | 154lbs) ,Albacete Balompié,Spain
 Ismail Bouleghcha , RB |    2021 - 2024  , 61 , 80 , 17 ,  €775K €500 , R , H / M , 3   , 3   , €0 ,/player/260589/ismail-bouleghcha," 177cm | 5'9"" ", Average (68kg | 150lbs) ,LOSC Lille,Morocco
 Evgeniy Shlyakov , LB |    2021 - 2022  , 61 , 61 , 28 ,  €300K €1.2K , R , M / M , 2   , 3   , €0 ,/player/260611/evgeniy-shlyakov," 184cm | 6'0"" ", Average (78kg | 172lbs) ,UTA Arad,Russia
 Jetmir Haliti ," CB, RB |    2021 - 2023  ", 61 , 69 , 23 ,  €675K €1.2K , R , H / M , 2   , 2   , €0 ,/player/260648/jetmir-haliti," 188cm | 6'2"" ", High & Average+ (77kg | 170lbs) ,AIK,Sweden
 Johel Semidey , GK |    2021 - 2022  , 61 , 63 , 26 ,  €300K €2.1K , R , M / M , 1   , 3   , €0 ,/player/260735/johel-semidey," 192cm | 6'3"" ", High & Average (86kg | 190lbs) ,Aragua FC,Venezuela
 Matija Horvat , CDM |    2021 - 2022  , 61 , 70 , 21 ,  €700K €1.1K , R , M / M , 2   , 3   , €0 ,/player/260741/matija-horvat," 180cm | 5'10"" ", Average (80kg | 176lbs) ,Hartberg,Croatia
 Nikola Stosic , CM |    2021 - 2022  , 61 , 70 , 20 ,  €725K €1.6K , R , M / M , 2   , 3   , €0 ,/player/260968/nikola-stosic," 180cm | 5'10"" ", Average (70kg | 154lbs) ,SV Ried,Serbia
 Ramiro Enrique , ST |    2021 - 2023  , 61 , 75 , 19 ,  €775K €1.7K , R , H / H , 2   , 3   , €1.9M ,/player/261072/ramiro-enrique," 171cm | 5'7"" ", Average (68kg | 150lbs) ,Banfield,Argentina
 Cristian Medina , CM |    2020 - 2025  , 61 , 78 , 18 ,  €825K €1.3K , R , M / M , 2   , 2   , €0 ,/player/261082/cristian-medina," 178cm | 5'10"" ", Average (70kg | 154lbs) ,Buenos Aires,Argentina
 Bruno Valdez , LB |    2021 - 2023  , 61 , 74 , 18 ,  €725K €750 , L , M / M , 2   , 3   , €1.7M ,/player/261083/bruno-valdez," 175cm | 5'8"" ", Average (67kg | 148lbs) ,Estudiantes de La Plata,Argentina
 Nile John , CAM |    2021 - 2023  , 61 , 81 , 17 ,  €900K €1.5K , R , M / M , 2   , 4   , €0 ,/player/261133/nile-john," 180cm | 5'10"" ", Average (70kg | 154lbs) ,Tottenham Hotspur,England
 Faruk Can Genç , LB |    2020 - 2024  , 61 , 70 , 20 ,  €675K €3.2K , L , H / M , 2   , 2   , €1.7M ,/player/261169/faruk-can-genc," 180cm | 5'10"" ", Lean (78kg | 172lbs) ,Trabzonspor,Turkey
 Mike Fondop , ST |    2021 - 2021  , 61 , 62 , 26 ,  €400K €2.3K , L , M / M , 2   , 3   , €0 ,/player/261211/mike-fondop," 190cm | 6'2"" ", High & Average (86kg | 190lbs) ,Burton Albion,Cameroon
 Ignacio Mesina ," CB, RB |    2020 - 2022  ", 61 , 71 , 19 ,  €650K €1.5K , R , M / H , 2   , 2   , €0 ,/player/261220/ignacio-mesina," 183cm | 6'0"" ", Average (75kg | 165lbs) ,Palestino,Chile
 Felipe Chamorro ," CAM, CM |    2020 - 2021  ", 61 , 78 , 18 ,  €825K €1.1K , L , H / M , 2   , 3   , €0 ,/player/261221/felipe-chamorro," 184cm | 6'0"" ", Average (72kg | 159lbs) ,Palestino,Chile
 Santisteban , ST |    2020 - 2021  , 61 , 73 , 19 ,  €775K €1.1K , R , M / M , 2   , 3   , €1.6M ,/player/261251/santisteban," 178cm | 5'10"" ", Average (82kg | 181lbs) ,FC Cartagena,Spain
 Iván Castillo ," CM, CB |    2021 - 2022  ", 61 , 72 , 20 ,  €725K €1.4K , R , M / M , 2   , 3   , €1.5M ,/player/261318/ivan-castillo," 176cm | 5'9"" ", Average (73kg | 161lbs) ,Real Zaragoza,Spain
 Piero Sabroso , ST |    2021 - 2021  , 61 , 70 , 20 ,  €725K €2.4K , R , H / M , 3   , 3   , €0 ,/player/261323/piero-sabroso," 190cm | 6'2"" ", High & Average (85kg | 187lbs) ,Universidad Técnica de Cajamarca,Peru
 Aranda ," CM, RM, LM |    2019 - 2022  ", 61 , 75 , 19 ,  €775K €2.3K , R , M / M , 3   , 3   , €2.4M ,/player/261338/aranda," 175cm | 5'8"" ", Lean (62kg | 137lbs) ,Granada CF,Spain
 Nicolás Laméndola ," RM, CM |    2020 - 2024  ", 61 , 70 , 21 ,  €725K €1.8K , R , M / M , 2   , 3   , €1.4M ,/player/261352/nicolas-lamendola," 178cm | 5'10"" ", Average (69kg | 152lbs) ,Atlético Tucumán,Argentina
 Janpierr Cano , CM |    2021 - 2021  , 61 , 69 , 19 ,  €700K €1.6K , R , M / M , 3   , 3   , €0 ,/player/261380/janpierr-cano," 175cm | 5'8"" ", Average (72kg | 159lbs) ,Carlos A. Mannucci,Peru
 Davide Ghislandi ," RM, RB |    2019 - 2024  ", 61 , 77 , 19 ,  €850K €4.3K , R , M / M , 2   , 3   , €0 ,/player/261421/davide-ghislandi," 177cm | 5'9"" ", Average (67kg | 148lbs) ,Atalanta,Italy
 Siro Rosane ," CDM, CM |    2021 - 2023  ", 61 , 71 , 20 ,  €675K €2.3K , R , L / M , 2   , 3   , €0 ,/player/261438/siro-rosane," 177cm | 5'9"" ", Average (68kg | 150lbs) ,San Lorenzo de Almagro,Argentina
 Mehmet Can Aydin ," RM, RWB |    2021 - 2022  ", 61 , 75 , 18 ,  €750K €1.5K , R , M / M , 2   , 3   , €0 ,/player/261446/mehmet-can-aydin," 180cm | 5'10"" ", Average (72kg | 159lbs) ,FC Schalke 04,Germany
 Sander Erik Kartum ," CM, CAM |    2021 - 2023  ", 61 , 66 , 24 ,  €500K €750 , R , M / M , 2   , 3   , €0 ,/player/261456/sander-erik-kartum," 177cm | 5'9"" ", Lean (72kg | 159lbs) ,Kristiansund BK,Norway
 Danny Hernández , LB |    2018 - 2024  , 61 , 74 , 18 ,  €725K €1K , L , M / M , 2   , 2   , €0 ,/player/261476/danny-hernandez," 169cm | 5'6"" ", Short & Lean (67kg | 148lbs) ,Mineros de Guayana,Venezuela
 Deymar Céspedes ," LB, CM |    2021 - 2023  ", 61 , 71 , 18 ,  €650K €750 , L , H / M , 2   , 3   , €0 ,/player/261554/deymar-cespedes," 175cm | 5'8"" ", Lean (72kg | 159lbs) ,Atlético Palmaflor,Bolivia
 Deni Gaúcho , CM |    2021 - 2021  , 61 , 61 , 28 ,  €325K €3K , R , M / M , 3   , 3   , €0 ,/player/261560/deni-gaucho," 182cm | 5'11"" ", Average (78kg | 172lbs) ,Nacional Potosí,Brazil
 Nicolás Rojas ," RB, RM |    2021 - 2023  ", 61 , 71 , 18 ,  €650K €750 , R , M / M , 2   , 3   , €0 ,/player/261571/nicolas-rojas," 175cm | 5'8"" ", Lean (67kg | 148lbs) ,River Plate Asunción,Paraguay
 Keyennu Lont , RW |    2020 - 2021  , 61 , 70 , 20 ,  €725K €2K , R , M / M , 3   , 2   , €0 ,/player/261651/keyennu-lont," 179cm | 5'10"" ", Lean (75kg | 165lbs) ,Feyenoord,Holland
 Dong Yi ," RB, RWB |    2019 - 2022  ", 61 , 61 , 27 ,  €325K €3.2K , R , M / M , 2   , 3   , €0 ,/player/261708/dong-yi," 177cm | 5'9"" ", Average (68kg | 150lbs) ,Jiangsu FC,China PR
 Fu Shoushan , LW |    2017 - 2021  , 61 , 61 , 33 ,  €200K €3.8K , R , M / M , 2   , 3   , €0 ,/player/261724/fu-shoushan," 177cm | 5'9"" ", Average (75kg | 165lbs) ,Jiangsu FC,China PR
 Isaac Karamoko ," RW, ST |    2020 - 2023  ", 61 , 80 , 18 ,  €825K €2.2K , L , H / M , 2   , 3   , €0 ,/player/261729/isaac-karamoko," 175cm | 5'8"" ", Average (60kg | 132lbs) ,Sassuolo,France
 Mario García ," CM, CDM |    2021 - 2022  ", 61 , 71 , 20 ,  €725K €2K , R , M / H , 2   , 3   , €0 ,/player/261765/mario-garcia," 174cm | 5'8"" ", Lean (68kg | 150lbs) ,Rentistas,Uruguay
 Miguel , LB |    2019 - 2024  , 61 , 80 , 18 ,  €800K €4.7K , L , H / M , 3   , 3   , €0 ,/player/261865/miguel," 180cm | 5'10"" ", Lean (73kg | 161lbs) ,Real Madrid,Spain
 Luis Gerardo Ramírez , RB |    2021 - 2021  , 61 , 65 , 24 ,  €425K €2.2K , R , M / M , 2   , 2   , €890K ,/player/261913/luis-gerardo-ramirez," 180cm | 5'10"" ", Average (69kg | 152lbs) ,Atlético de San Luis,Mexico
 Fernando Ovelar ," RW, RM, LW |    2021 - 2022  ", 61 , 81 , 16 ,  €900K €850 , L , M / M , 3   , 3   , €0 ,/player/262057/fernando-ovelar," 170cm | 5'6"" ", Short & Lean- (67kg | 148lbs) ,Cerro Porteño,Paraguay
 Edoardo Bove , CM |    2019 - 2024  , 61 , 78 , 18 ,  €825K €2.6K , R , M / M , 2   , 3   , €0 ,/player/262171/edoardo-bove," 174cm | 5'8"" ", Average (65kg | 143lbs) ,Generic Capitale,Italy
 Henning Matriciani ," RB, CB |    2021 - 2021  ", 61 , 69 , 20 ,  €675K €2.9K , R , M / M , 2   , 3   , €0 ,/player/262212/henning-matriciani," 185cm | 6'0"" ", High & Average+ (78kg | 172lbs) ,FC Schalke 04,Germany
 Moonga Simba ," RW, LW |    2021 - 2024  ", 61 , 72 , 20 ,  €725K €900 , L , H / H , 4   , 2   , €0 ,/player/262226/moonga-simba," 183cm | 6'0"" ", Average (70kg | 154lbs) ,SK Brann,Sweden
 Jelani Reshaun Sumiyoshi , CB |    2021 - 2024  , 61 , 68 , 22 ,  €625K €1.6K , R , M / M , 2   , 3   , €0 ,/player/263170/jelani-reshaun-sumiyoshi," 181cm | 5'11"" ", Average (75kg | 165lbs) ,Sanfrecce Hiroshima,Japan
 Joe Murphy , GK |    2020 - 2022  , 60 , 60 , 38 ,  €25K €850 , L , M / M , 1   , 3   , €0 ,/player/52679/joe-murphy," 188cm | 6'2"" ", High & Average (88kg | 194lbs) ,Tranmere Rovers,Republic of Ireland
 Luke McCormick , GK |    2020 - 2022  , 60 , 60 , 36 ,  €6K €1.1K , R , M / M , 1   , 4   , €0 ,/player/111328/luke-mccormick," 183cm | 6'0"" ", Average (88kg | 194lbs) ,Plymouth Argyle,England
 Greg Halford ," CDM, CB |    2021 - 2021  ", 60 , 60 , 35 ,  €70K €500 , R , M / M , 2   , 3   , €0 ,/player/139475/greg-halford," 193cm | 6'3"" ", High & Average (81kg | 179lbs) ,Waterford,England
 Mark McNulty , GK |    2003 - 2024  , 60 , 60 , 39 ,  €25K €500 , R , M / M , 1   , 2   , €0 ,/player/142333/mark-mcnulty," 190cm | 6'2"" ", High & Average+ (70kg | 154lbs) ,Cork City,Republic of Ireland
 Daryl Murphy , ST |    2020 - 2021  , 60 , 60 , 37 ,  €80K €500 , L , M / L , 2   , 3   , €0 ,/player/149825/daryl-murphy," 191cm | 6'3"" ", High & Average (88kg | 194lbs) ,Waterford,Republic of Ireland
 John White , CB |    2013 - 2022  , 60 , 60 , 33 ,  €120K €2K , R , M / M , 2   , 3   , €0 ,/player/152505/john-white," 185cm | 6'0"" ", High & Average (78kg | 172lbs) ,Southend United,England
 Liu Jian , CB |    2021 - 2021  , 60 , 60 , 35 ,  €70K €1.6K , R , M / H , 2   , 4   , €0 ,/player/158305/liu-jian," 187cm | 6'1"" ", High & Average+ (80kg | 176lbs) ,Qingdao FC,China PR
 Luke Varney , ST |    2020 - 2021  , 60 , 60 , 37 ,  €80K €1.6K , R , H / M , 2   , 3   , €0 ,/player/163351/luke-varney," 180cm | 5'10"" ", Average (70kg | 154lbs) ,Burton Albion,England
 Jason Taylor , CM |    2018 - 2023  , 60 , 60 , 33 ,  €150K €1.8K , R , M / H , 2   , 2   , €0 ,/player/165441/jason-taylor," 185cm | 6'0"" ", High & Average (71kg | 157lbs) ,Barrow,England
 Goran Karanović , ST |    2020 - 2021  , 60 , 60 , 32 ,  €200K €1.9K , R , H / L , 2   , 3   , €0 ,/player/168913/goran-karanovic," 186cm | 6'1"" ", High & Average (82kg | 181lbs) ,FC Hermannstadt,Switzerland
 Shaun Miller , ST |    2020 - 2021  , 60 , 60 , 32 ,  €200K €2.9K , R , M / M , 2   , 3   , €0 ,/player/169907/shaun-miller," 173cm | 5'8"" ", Lean (71kg | 157lbs) ,Bolton Wanderers,England
 Theo Robinson , ST |    2020 - 2022  , 60 , 60 , 31 ,  €210K €2.4K , R , H / H , 2   , 2   , €0 ,/player/170072/theo-robinson," 174cm | 5'8"" ", Stocky (64kg | 141lbs) ,Port Vale,Jamaica
 Anthony Wordsworth , CM |    2021 - 2021  , 60 , 60 , 31 ,  €200K €550 , L , H / M , 2   , 4   , €0 ,/player/171620/anthony-wordsworth," 185cm | 6'0"" ", High & Average (76kg | 168lbs) ,Waterford,England
 Calvin Andrew ," ST, RM |    2021 - 2021  ", 60 , 60 , 33 ,  €160K €1.9K , L , M / H , 2   , 3   , €0 ,/player/171982/calvin-andrew," 188cm | 6'2"" ", High & Average (82kg | 181lbs) ,Barrow,England
 Stuart Sinclair ," CM, CDM |    2019 - 2021  ", 60 , 60 , 32 ,  €190K €2.7K , R , H / H , 2   , 3   , €0 ,/player/172680/stuart-sinclair," 170cm | 5'6"" ", Short & Lean- (67kg | 148lbs) ,Walsall,England
 Ryan Taylor , ST |    2020 - 2021  , 60 , 60 , 32 ,  €200K €2.4K , L , M / M , 2   , 3   , €0 ,/player/177597/ryan-taylor," 187cm | 6'1"" ", High & Average+ (68kg | 150lbs) ,Newport County,England
 Tando Velaphi , GK |    2020 - 2021  , 60 , 60 , 33 ,  €80K €1.1K , R , M / M , 1   , 2   , €175K ,/player/180755/tando-velaphi," 186cm | 6'1"" ", High & Average+ (75kg | 165lbs) ,Perth Glory,Australia
 Ian Bermingham ," LB, CB |    2010 - 2021  ", 60 , 60 , 31 ,  €180K €500 , L , H / H , 3   , 2   , €0 ,/player/184980/ian-bermingham," 177cm | 5'9"" ", Lean (73kg | 161lbs) ,St. Patrick's Athletic,Republic of Ireland
 Rafael Acosta ," CAM, RW, LW |    2021 - 2021  ", 60 , 60 , 31 ,  €200K €1.6K , R , M / M , 3   , 3   , €0 ,/player/186610/rafael-acosta," 182cm | 5'11"" ", Lean (72kg | 159lbs) ,Politehnica Iași,Venezuela
 Cho Soo Hyuk , GK |    2017 - 2021  , 60 , 60 , 33 ,  €80K €1.1K , R , M / M , 1   , 3   , €0 ,/player/187144/cho-soo-hyuk," 188cm | 6'2"" ", High & Average (83kg | 183lbs) ,Ulsan Hyundai,Korea Republic
 Viktor Noring , GK |    2020 - 2022  , 60 , 61 , 29 ,  €190K €500 , R , M / M , 1   , 2   , €0 ,/player/188950/viktor-noring," 196cm | 6'5"" ", High & Average (90kg | 198lbs) ,Falkenbergs FF,Sweden
 AJ Leitch-Smith ," ST, CAM |    2018 - 2021  ", 60 , 60 , 30 ,  €240K €1.9K , R , H / M , 2   , 3   , €0 ,/player/189282/aj-leitch-smith," 173cm | 5'8"" ", Lean (75kg | 165lbs) ,Morecambe,England
 Pirmin Strasser , GK |    2021 - 2021  , 60 , 60 , 29 ,  €170K €1.5K , R , M / M , 1   , 3   , €0 ,/player/189592/pirmin-strasser," 189cm | 6'2"" ", High & Average (82kg | 181lbs) ,St. Pölten,Austria
 Mark Byrne ," CM, CDM |    2020 - 2023  ", 60 , 60 , 31 ,  €200K €550 , R , H / H , 2   , 3   , €0 ,/player/189828/mark-byrne," 172cm | 5'7"" ", Average (76kg | 168lbs) ,Shelbourne,Republic of Ireland
 Steven Deana , GK |    2019 - 2021  , 60 , 60 , 30 ,  €160K €500 , R , M / M , 1   , 3   , €0 ,/player/190061/steven-deana," 190cm | 6'2"" ", High & Average (85kg | 187lbs) ,MSV Duisburg,Switzerland
 Abdulaziz Al Dawsari ," LM, RM, CAM |    2020 - 2021  ", 60 , 60 , 31 ,  €200K €5.6K , L , M / L , 3   , 3   , €0 ,/player/191262/abdulaziz-al-dawsari," 173cm | 5'8"" ", Average (63kg | 139lbs) ,Al Nassr,Saudi Arabia
 Ahmed Al Fraidi ," CAM, CM |    2020 - 2021  ", 60 , 60 , 32 ,  €200K €3.4K , R , M / L , 4   , 4   , €0 ,/player/191263/ahmed-al-fraidi," 174cm | 5'8"" ", Average (77kg | 170lbs) ,Al Qadisiyah,Saudi Arabia
 Shunsuke Ando , GK |    2009 - 2022  , 60 , 60 , 29 ,  €170K €1.6K , R , M / M , 1   , 3   , €0 ,/player/191336/shunsuke-ando," 185cm | 6'0"" ", High & Average (81kg | 179lbs) ,Kawasaki Frontale,Japan
 Ali Al Mazaidi , GK |    2020 - 2022  , 60 , 60 , 34 ,  €40K €1.7K , R , M / M , 1   , 3   , €0 ,/player/191437/ali-al-mazaidi," 190cm | 6'2"" ", High & Average (86kg | 190lbs) ,Abha Club,Saudi Arabia
 Sen Hou , GK |    2007 - 2023  , 60 , 60 , 31 ,  €130K €2.2K , R , M / M , 1   , 1   , €0 ,/player/191528/sen-hou," 188cm | 6'2"" ", High & Stocky (81kg | 179lbs) ,Beijing Guoan,China PR
 Gudmund Broks Kongshavn , GK |    2021 - 2021  , 60 , 60 , 29 ,  €170K €1K , R , M / M , 1   , 3   , €0 ,/player/192316/gudmund-broks-kongshavn," 189cm | 6'2"" ", High & Average (90kg | 198lbs) ,Dinamo București,Norway
 Osama Malik ," CB, CDM, CM |    2019 - 2022  ", 60 , 60 , 29 ,  €210K €1.4K , R , M / M , 2   , 3   , €0 ,/player/192651/osama-malik," 185cm | 6'0"" ", High & Average (75kg | 165lbs) ,Perth Glory,Australia
 José Pierre Vunguidica ," ST, LW |    2018 - 2021  ", 60 , 60 , 30 ,  €240K €1.2K , R , M / M , 2   , 3   , €0 ,/player/193209/jose-pierre-vunguidica," 186cm | 6'1"" ", High & Average (84kg | 185lbs) ,1. FC Saarbrücken,Angola
 James Hanson , ST |    2019 - 2021  , 60 , 60 , 32 ,  €200K €1.9K , L , H / M , 2   , 3   , €0 ,/player/193613/james-hanson," 193cm | 6'3"" ", High & Average (78kg | 172lbs) ,Grimsby Town,England
 Soner Örnek ," CB, CDM |    2016 - 2021  ", 60 , 60 , 31 ,  €170K €2.2K , R , M / M , 2   , 3   , €0 ,/player/194648/soner-ornek," 192cm | 6'3"" ", High & Average (82kg | 181lbs) ,Hatayspor,Turkey
 Francesco Rossi , GK |    2017 - 2021  , 60 , 60 , 29 ,  €170K €5.5K , R , M / M , 1   , 2   , €0 ,/player/194894/francesco-rossi," 193cm | 6'3"" ", High & Average+ (83kg | 183lbs) ,Atalanta,Italy
